Year,black_Female,white_Female,black_Male,white_Male
1999,98.0698625099067,30.5997800132641,125.142601303621,38.0389734470789
2000,188.184082399166,64.1800707755315,246.058594208171,86.2054735534645
2001,184.779917003936,64.9384394525386,246.020355159717,87.9817481243231
2002,185.991652034818,67.4699116417917,249.6014295916,91.7509496295557
2003,188.468042405816,69.3849331779122,258.867537515015,96.1540145536245
2004,185.998247825831,69.4135221419372,255.976076352184,98.2488512436492
2005,185.656844925414,71.7919565907783,260.993524836818,101.452913380852
2006,189.361618117171,74.2644547246358,273.926099829712,106.609621196903
2007,183.879572263503,74.5077652831771,269.787553375952,107.971228117576
2008,182.52643460348,75.3705842933927,264.889181145523,109.839675147499
2009,177.280051763863,73.8538497653328,260.219822786034,109.39558369907
2010,174.214909344211,74.5837738484705,258.1037480738,111.715690319082
2011,173.513564073697,77.3248754379039,262.200454127346,115.780083426921
2012,171.586975447513,77.6442794768899,263.498188074471,117.263899325855
2013,168.789608400416,77.4581622447963,261.468097379216,119.317777260558
2014,161.763381983785,76.7086310071904,254.497536402726,121.68377576571
2015,161.457953479596,78.8219687531139,255.748374911891,124.105560921134
2016,165.170124601728,80.2005768893752,265.171235984779,128.665279814154
2017,165.290798540747,83.3287616143038,267.947926636273,133.663717974045
2018,165.976237983485,85.0142571682732,276.758138056035,139.408752619301
2019,168.046209507552,87.446640351927,280.662557785239,145.603142225844
2020,229.927806715792,106.923925830191,386.314696049933,178.194273257705
2021,233.148039825519,118.08526294645,373.235746603644,194.04353535901
2022,208.677573792617,115.977490368156,346.065303011773,187.851228110209
