Gender,agegroup,Year,expected_deaths_black,hypothetical_excess,expected_rate_black
Female,20-24 years,1999,4.618149623174655,25.381850376825348,0.34679306580329067
Female,20-24 years,2000,3.5013583504784225,25.49864164952158,0.25713348279074166
Female,20-24 years,2001,5.85766037718418,14.142339622815822,0.41243229305261103
Female,20-24 years,2002,5.874279287956639,21.125720712043364,0.40436055957678657
Female,20-24 years,2003,4.705771021154486,23.294228978845513,0.31916363806971115
Female,20-24 years,2004,5.888460760076349,19.111539239923655,0.3968238221276899
Female,20-24 years,2005,3.5343773131006717,26.465622686899334,0.2383104362018337
Female,20-24 years,2006,3.5607582858518962,25.439241714148096,0.2393820878043923
Female,20-24 years,2007,5.277065324290075,28.722934675709926,0.3522681747160478
Female,20-24 years,2008,5.120653051585421,28.879346948414575,0.3369090074548337
Female,20-24 years,2009,6.469966848309238,33.53003315169076,0.416317600370971
Female,20-24 years,2010,5.080247275991919,29.919752724008077,0.31994926884393216
Female,20-24 years,2011,5.272342990311159,27.727657009688834,0.31547925794861825
Female,20-24 years,2012,8.954476316859227,39.045523683140765,0.5171436245750411
Female,20-24 years,2013,5.564885355794017,22.43511464420598,0.3143757919322684
Female,20-24 years,2014,4.246891415336398,33.75310858466361,0.23779572871312085
Female,20-24 years,2015,5.693237207016689,20.30676279298331,0.32308470941842005
Female,20-24 years,2016,5.664865047020571,23.335134952979427,0.330380447952938
Female,20-24 years,2017,7.0634124834369505,26.93658751656305,0.42102313336867686
Female,20-24 years,2018,8.409261169650971,18.590738830349025,0.511712065761141
Female,20-24 years,2019,8.640979710087903,26.3590202899121,0.5349759511052689
Female,20-24 years,2020,7.263503617223074,41.73649638277693,0.4509820654839835
Female,20-24 years,2021,7.5726766660163,33.4273233339837,0.47119547177661286
Female,20-24 years,2022,11.870105202297609,23.12989479770239,0.7038624451678587
Female,25-29 years,1999,3.27862372939619,35.721376270603805,0.24139903292328757
Female,25-29 years,2000,10.678768308016279,40.32123169198372,0.7938973113675178
Female,25-29 years,2001,9.341259257836308,60.658740742163694,0.716003373947606
Female,25-29 years,2002,5.757274336434411,69.2427256635656,0.4450115275786104
Female,25-29 years,2003,12.914617207957363,56.08538279204264,0.9970652452789405
Female,25-29 years,2004,8.84164538572587,77.15835461427415,0.6674536765192782
Female,25-29 years,2005,8.212673795797297,68.7873262042027,0.6024714411323434
Female,25-29 years,2006,8.932956596650731,60.06704340334929,0.6352875838224351
Female,25-29 years,2007,15.074058307239161,43.92594169276084,1.0507169583582812
Female,25-29 years,2008,11.086209703072454,76.91379029692754,0.7620095131213174
Female,25-29 years,2009,16.97709930570275,81.02290069429725,1.1631934571660472
Female,25-29 years,2010,14.842359650564914,66.15764034943508,1.0204139479248748
Female,25-29 years,2011,21.28499865668282,72.7150013433172,1.4522347876389001
Female,25-29 years,2012,18.429537620345624,48.57046237965439,1.2429647388660225
Female,25-29 years,2013,20.68050191262257,61.319498087377426,1.3690927473358665
Female,25-29 years,2014,14.043330425058286,71.95666957494173,0.8938715844927327
