Year,Female_excess_aamr,Male_excess_aamr,Female_mrr,Male_mrr
1999,47.33579218811849,39.6122024330733,2.844100065800678,2.140409562048434
2000,46.3040130092796,39.416426187498395,2.778451234819087,2.134559451652484
2001,43.53891341793509,40.505772542880905,2.669713946893364,2.151373082477464
2002,44.056203929848905,40.367269086250005,2.7069681752086576,2.1307602753782446
2003,43.5767620102486,40.830057959823996,2.7332932800468575,2.124481144968118
2004,40.5931440376867,40.9286638273076,2.665171555749687,2.155828190129533
2005,38.3618537259761,41.2843414707433,2.5729888911142287,2.1729252585865253
2006,37.470842073525404,40.106305432232695,2.6443842813420093,2.17083972997018
2007,36.132327364168106,36.409257004174606,2.6485685959843908,2.102387282408649
2008,32.3268810159414,35.44675649057219,2.5252810321430976,2.117083488540543
2009,30.4782884746593,33.73929443823771,2.536413523207905,2.090280642650307
2010,30.1272450520247,34.761858577375094,2.5596731725787074,2.144447993487369
2011,30.5548578499418,34.3059826535055,2.4958070430100108,2.0712056662713847
2012,29.2228141707892,35.6035588500066,2.494415146964905,2.1399038556615078
2013,29.307398137002703,34.140433909753206,2.4876906676712345,2.076191399845338
2014,28.0607638484575,32.143170814562495,2.4431180561563592,1.992265659325597
2015,26.3115668383143,33.58553280092169,2.3210192777927117,2.01714119213817
2016,26.578230002820096,33.594010060901105,2.3717137787279627,2.0239946506557964
2017,26.155164467218096,35.1668593100904,2.3325273511760747,2.0460903164462185
2018,26.879865475310204,35.2956495737529,2.3983513951441067,2.036667596628133
2019,26.446910274703498,34.58937129847471,2.374235976024227,1.9944605765036436
2020,33.404706106483204,46.806251918950494,2.5379082812852425,2.2271404146834115
2021,31.075043636812598,41.5553670615023,2.360416345370003,2.044184934878715
2022,27.148020661060002,38.5334267373227,2.236229226741681,2.005809528882332
