Gender,agegroup,Year,expected_deaths_black,hypothetical_excess,expected_rate_black
Female,35-39 years,2018,44.77114243232844,68.22885756767155,2.9961722271443763
Female,35-39 years,2019,39.826496482077154,68.17350351792284,2.652899627380836
Female,35-39 years,2020,48.69042413177202,102.30957586822797,3.2395664202984458
Female,35-39 years,2021,47.2269011887726,89.7730988112274,3.090120661247593
Female,35-39 years,2022,51.42425277647951,92.57574722352048,3.3533626892292085
Female,40-44 years,1999,54.322921028760256,86.67707897123974,3.823683675378846
Female,40-44 years,2000,54.035115553582635,74.96488444641737,3.747187313444259
Female,40-44 years,2001,51.33606587590568,96.66393412409433,3.479241277231906
Female,40-44 years,2002,55.72694332896284,88.27305667103715,3.7471854779663656
Female,40-44 years,2003,51.19727345778378,91.8027265422162,3.4157270220268603
Female,40-44 years,2004,55.52599234594881,88.47400765405118,3.6768260037140945
Female,40-44 years,2005,50.24594702377833,95.75405297622167,3.3360985031015487
Female,40-44 years,2006,61.75172967045453,85.24827032954548,4.131584066546048
Female,40-44 years,2007,53.37761603181038,104.62238396818962,3.6270566888352187
Female,40-44 years,2008,52.46039379597283,92.53960620402717,3.626850229077001
Female,40-44 years,2009,46.99093656882872,73.00906343117126,3.3224803896132467
Female,40-44 years,2010,54.11865403177853,68.88134596822145,3.853197089082019
Female,40-44 years,2011,56.5036255849388,82.49637441506121,4.006920222369009
Female,40-44 years,2012,57.32978856531935,64.67021143468064,4.04909705899565
Female,40-44 years,2013,55.18276998242843,77.81723001757157,3.906877542205217
Female,40-44 years,2014,59.93626287705466,94.06373712294533,4.261279720408399
Female,40-44 years,2015,57.57915134134227,77.42084865865773,4.152425493682369
Female,40-44 years,2016,60.62093606067635,90.37906393932364,4.48201352277543
Female,40-44 years,2017,56.51100874810373,102.48899125189627,4.181456798286878
Female,40-44 years,2018,61.439983675172776,99.5600163248272,4.534674227055035
Female,40-44 years,2019,60.70003818480392,77.29996181519608,4.404589055350768
Female,40-44 years,2020,73.4027457271294,111.59725427287061,5.1897911807343915
Female,40-44 years,2021,80.93781559048533,139.06218440951466,5.5468241340981495
Female,40-44 years,2022,70.66342273074495,119.33657726925503,4.799229466272543
Female,45-49 years,1999,69.90862447151441,153.09137552848557,5.861257463714524
Female,45-49 years,2000,74.46364307398149,161.53635692601853,6.074122784430702
Female,45-49 years,2001,80.46194689693297,141.538053103067,6.323487099245772
Female,45-49 years,2002,83.33199289658212,160.66800710341792,6.307887880529365
Female,45-49 years,2003,85.34925812532389,182.65074187467613,6.258433238789269
