Gender,Race,Year,yrs_lost
Female,Black,1999,1416.7116376783677
Female,Black,2000,1336.2298828340267
Female,Black,2001,1332.3325102645686
Female,Black,2002,1321.2795991769833
Female,Black,2003,1342.242784811024
Female,Black,2004,1291.010617018433
Female,Black,2005,1327.0613805431576
Female,Black,2006,1237.2793365643402
Female,Black,2007,1207.6393385804145
Female,Black,2008,1194.294386591844
Female,Black,2009,1152.0563987584003
Female,Black,2010,1121.6650667532208
Female,Black,2011,1106.6749168552526
Female,Black,2012,1130.2182540244298
Female,Black,2013,1239.4651650712633
Female,Black,2014,1229.04032449514
Female,Black,2015,1283.56851419317
Female,Black,2016,1412.0970571788387
Female,Black,2017,1439.8975027784454
Female,Black,2018,1434.454865225698
Female,Black,2019,1532.3532072751925
Female,Black,2020,1573.7736859038803
Female,White,1999,784.8556118906957
Female,White,2000,773.6124323063268
Female,White,2001,796.0591351217795
Female,White,2002,770.3200711202246
Female,White,2003,783.3771835443647
Female,White,2004,792.9773957232882
Female,White,2005,761.2529765571529
Female,White,2006,766.4398993211413
Female,White,2007,707.6240502581181
Female,White,2008,674.2472835293024
Female,White,2009,676.8526026148376
Female,White,2010,669.9779727177824
Female,White,2011,667.4269262295707
Female,White,2012,661.0530223647382
Female,White,2013,698.7573745540938
Female,White,2014,725.3914448669259
Female,White,2015,773.396568835925
Female,White,2016,795.4555806229819
Female,White,2017,826.7508306037489
Female,White,2018,856.1307071365127
Female,White,2019,902.0730316641317
Female,White,2020,878.745123036218
Male,Black,1999,1372.3796249614684
Male,Black,2000,1352.4556052595551
Male,Black,2001,1404.9929277422248
Male,Black,2002,1380.9222041521566
Male,Black,2003,1351.6526789176316
Male,Black,2004,1410.6976546036994
Male,Black,2005,1396.3279993556864
Male,Black,2006,1389.2330080969155
Male,Black,2007,1396.0491903849663
Male,Black,2008,1442.0344354915342
Male,Black,2009,1393.9658572992867
Male,Black,2010,1375.6423202306767
Male,Black,2011,1322.9337157171128
Male,Black,2012,1436.6801710028292
Male,Black,2013,1520.8123315895673
Male,Black,2014,1556.371258450793
Male,Black,2015,1695.2072411524032
Male,Black,2016,1716.7416590071753
Male,Black,2017,1798.4022638233996
Male,Black,2018,1900.9532773351057
Male,Black,2019,2004.7416728685707
Male,Black,2020,2089.190159831293
Male,White,1999,835.1354869094434
Male,White,2000,843.6997071420162
Male,White,2001,850.0520608742011
Male,White,2002,818.4222690808432
Male,White,2003,838.0522763967696
Male,White,2004,834.8768419722892
Male,White,2005,796.3501536002391
Male,White,2006,826.1276135869832
Male,White,2007,781.4118960377322
Male,White,2008,760.8364282860662
Male,White,2009,771.8009763576799
Male,White,2010,781.7503145051451
Male,White,2011,763.5433646078382
Male,White,2012,792.9448408872082
Male,White,2013,835.9332067689663
Male,White,2014,890.7351077427583
Male,White,2015,965.0326852425233
Male,White,2016,1013.4284922021661
Male,White,2017,1032.5408822336467
Male,White,2018,1094.2638310710104
Male,White,2019,1130.5380594774508
Male,White,2020,1136.7593375477622
