Year,Female_excess_aamr,Male_excess_aamr,Female_mrr,Male_mrr
1999,26.062981913646993,32.973786228451004,1.2483399269049713,1.294014605967938
2000,22.807509104969,29.023468063709984,1.2179352681647533,1.2573702487984717
2001,21.836616695407002,32.509787059305,1.2062963298200178,1.2896616368840494
2002,24.77070690481999,31.484338818602993,1.240358765613615,1.2857459909474105
2003,25.984673414426993,29.988395016425997,1.251045007293898,1.2683630412582199
2004,20.412220719649994,33.501002369600016,1.1990714466781194,1.3057432154384396
2005,26.276895012470007,31.528986207836,1.251784055188188,1.2849754778064952
2006,16.963412337776006,31.23162425961999,1.1637400535098945,1.2825775774773192
2007,23.82067379365151,35.139252206197995,1.2510443549008967,1.3391645096451272
2008,19.725659566239997,36.58109769692402,1.2111224077638734,1.3620673031672927
2009,17.201979920297305,27.327426176521996,1.1925697517041944,1.27078762459314
2010,16.665824511301494,26.942900718378013,1.1856489136974808,1.2622989796048312
2011,14.7883760752363,21.683258333666004,1.1664280864353755,1.2156518927830011
2012,16.7316961598966,27.412725710988,1.188396353242741,1.265568926565787
2013,17.962742439781394,28.14717272666799,1.194241000498871,1.2570425021868212
2014,14.311950810017109,26.709094248789015,1.1490293938404121,1.2338446104648884
2015,13.269888242012001,29.332013598085993,1.1278038174563059,1.237392007080171
2016,18.804340109994,26.364961143982,1.178096357045546,1.2062273931435323
2017,15.508388559902002,29.677510483817002,1.1403906591451347,1.2216279867032394
2018,13.122752079254,27.821471843981982,1.113177291346016,1.1998055832981527
2019,14.916567451199995,31.399037033897002,1.1244713349375386,1.2182507068838118
2020,21.545341740661,40.458995641597994,1.180013189824521,1.2777083662270439
2021,11.714189924997015,27.594763590013002,1.0876490667463308,1.176171525034094
2022,4.7293005382500155,25.302324207689992,1.0332203811846974,1.1531901549426153
